Área;Año;Grupo de edad;Sexo;Casos
Engativá;2020p;25 a 29;Hombre;1
Engativá;2020p;30 a 34;Hombre;0
Engativá;2020p;35 a 39;Hombre;4
Engativá;2020p;40 a 44;Hombre;0
Engativá;2020p;45 a 49;Hombre;0
Engativá;2020p;50 a 54;Hombre;0
Engativá;2020p;55 a 59;Hombre;2
Engativá;2020p;60 a 64;Hombre;2
Engativá;2020p;65 a 69;Hombre;0
Engativá;2020p;70 a 74;Hombre;1
Engativá;2020p;75 a 79;Hombre;0
Engativá;2020p;80 y más;Hombre;1
Engativá;2020p;Todos los grupos;Hombre;21
Engativá;2020p;05 a 09;Mujer;0
Engativá;2020p;10 a 14;Mujer;0
Engativá;2020p;15 a 17;Mujer;0
Engativá;2020p;18 a 19;Mujer;1
Engativá;2020p;20 a 24;Mujer;1
Engativá;2020p;25 a 29;Mujer;0
Engativá;2020p;30 a 34;Mujer;0
Engativá;2020p;35 a 39;Mujer;2
Engativá;2020p;40 a 44;Mujer;0
Engativá;2020p;45 a 49;Mujer;1
Engativá;2020p;50 a 54;Mujer;0
Engativá;2020p;55 a 59;Mujer;1
Engativá;2020p;60 a 64;Mujer;0
Engativá;2020p;65 a 69;Mujer;2
Engativá;2020p;70 a 74;Mujer;0
Engativá;2020p;75 a 79;Mujer;0
Engativá;2020p;80 y más;Mujer;0
Engativá;2020p;Todos los grupos;Mujer;8
Suba;2020p;05 a 09;Hombre;0
Suba;2020p;10 a 14;Hombre;3
Suba;2020p;15 a 17;Hombre;1
Suba;2020p;18 a 19;Hombre;1
Suba;2020p;20 a 24;Hombre;7
Suba;2020p;25 a 29;Hombre;2
Suba;2020p;30 a 34;Hombre;3
Suba;2020p;35 a 39;Hombre;1
Suba;2020p;40 a 44;Hombre;0
Suba;2020p;45 a 49;Hombre;0
Suba;2020p;50 a 54;Hombre;1
Suba;2020p;55 a 59;Hombre;3
Suba;2020p;60 a 64;Hombre;1
Suba;2020p;65 a 69;Hombre;3
Suba;2020p;70 a 74;Hombre;1
Suba;2020p;75 a 79;Hombre;0
Suba;2020p;80 y más;Hombre;0
Suba;2020p;Todos los grupos;Hombre;27
Suba;2020p;05 a 09;Mujer;0
Suba;2020p;10 a 14;Mujer;1
Suba;2020p;15 a 17;Mujer;0
Suba;2020p;18 a 19;Mujer;0
Suba;2020p;20 a 24;Mujer;1
Suba;2020p;25 a 29;Mujer;1
Suba;2020p;30 a 34;Mujer;1
Suba;2020p;35 a 39;Mujer;0
Suba;2020p;40 a 44;Mujer;1
Suba;2020p;45 a 49;Mujer;1
Suba;2020p;50 a 54;Mujer;0
Suba;2020p;55 a 59;Mujer;1
Suba;2020p;60 a 64;Mujer;0
Suba;2020p;65 a 69;Mujer;1
Suba;2020p;70 a 74;Mujer;0
Suba;2020p;75 a 79;Mujer;0
Suba;2020p;80 y más;Mujer;0
Suba;2020p;Todos los grupos;Mujer;8
Teusaquillo;2020p;05 a 09;Hombre;0
Teusaquillo;2020p;10 a 14;Hombre;0
Teusaquillo;2020p;15 a 17;Hombre;0
Teusaquillo;2020p;18 a 19;Hombre;0
Teusaquillo;2020p;20 a 24;Hombre;2
Teusaquillo;2020p;25 a 29;Hombre;0
Teusaquillo;2020p;30 a 34;Hombre;0
Teusaquillo;2020p;35 a 39;Hombre;0
Teusaquillo;2020p;40 a 44;Hombre;1
Teusaquillo;2020p;45 a 49;Hombre;0
Teusaquillo;2020p;50 a 54;Hombre;1
Teusaquillo;2020p;55 a 59;Hombre;2
Teusaquillo;2020p;60 a 64;Hombre;0
Teusaquillo;2020p;65 a 69;Hombre;1
Teusaquillo;2020p;70 a 74;Hombre;0
Teusaquillo;2020p;75 a 79;Hombre;0
Teusaquillo;2020p;80 y más;Hombre;0
Teusaquillo;2020p;Todos los grupos;Hombre;7
Teusaquillo;2020p;05 a 09;Mujer;0
Teusaquillo;2020p;10 a 14;Mujer;1
Teusaquillo;2020p;15 a 17;Mujer;0
Teusaquillo;2020p;18 a 19;Mujer;1
Teusaquillo;2020p;20 a 24;Mujer;0
Teusaquillo;2020p;25 a 29;Mujer;0
Teusaquillo;2020p;30 a 34;Mujer;0
Teusaquillo;2020p;35 a 39;Mujer;0
Teusaquillo;2020p;40 a 44;Mujer;0
Teusaquillo;2020p;45 a 49;Mujer;0
Teusaquillo;2020p;50 a 54;Mujer;0
Teusaquillo;2020p;55 a 59;Mujer;0
Teusaquillo;2020p;60 a 64;Mujer;0
Teusaquillo;2020p;65 a 69;Mujer;0
Teusaquillo;2020p;70 a 74;Mujer;0
Teusaquillo;2020p;75 a 79;Mujer;0
Teusaquillo;2020p;80 y más;Mujer;0
Teusaquillo;2020p;Todos los grupos;Mujer;2
Barrios Unidos;2020p;05 a 09;Hombre;0
Barrios Unidos;2020p;10 a 14;Hombre;0
Barrios Unidos;2020p;15 a 17;Hombre;0
Barrios Unidos;2020p;18 a 19;Hombre;0
Barrios Unidos;2020p;20 a 24;Hombre;2
Barrios Unidos;2020p;25 a 29;Hombre;0
Barrios Unidos;2020p;30 a 34;Hombre;0
Barrios Unidos;2020p;35 a 39;Hombre;0
Barrios Unidos;2020p;40 a 44;Hombre;1
Barrios Unidos;2020p;45 a 49;Hombre;0
Barrios Unidos;2020p;50 a 54;Hombre;1
Barrios Unidos;2020p;55 a 59;Hombre;2
Barrios Unidos;2020p;60 a 64;Hombre;0
Barrios Unidos;2020p;65 a 69;Hombre;1
Barrios Unidos;2020p;70 a 74;Hombre;0
Barrios Unidos;2020p;75 a 79;Hombre;0
Barrios Unidos;2020p;80 y más;Hombre;0
Barrios Unidos;2020p;Todos los grupos;Hombre;7
Barrios Unidos;2020p;05 a 09;Mujer;0
Barrios Unidos;2020p;10 a 14;Mujer;1
Barrios Unidos;2020p;15 a 17;Mujer;0
Barrios Unidos;2020p;18 a 19;Mujer;0
Barrios Unidos;2020p;20 a 24;Mujer;0
Barrios Unidos;2020p;25 a 29;Mujer;0
Barrios Unidos;2020p;30 a 34;Mujer;0
Barrios Unidos;2020p;35 a 39;Mujer;0
Barrios Unidos;2020p;40 a 44;Mujer;0
Barrios Unidos;2020p;45 a 49;Mujer;0
Barrios Unidos;2020p;50 a 54;Mujer;0
Barrios Unidos;2020p;55 a 59;Mujer;0
Barrios Unidos;2020p;60 a 64;Mujer;0
Barrios Unidos;2020p;65 a 69;Mujer;0
Barrios Unidos;2020p;70 a 74;Mujer;0
Barrios Unidos;2020p;75 a 79;Mujer;0
Barrios Unidos;2020p;80 y más;Mujer;0
Barrios Unidos;2020p;Todos los grupos;Mujer;1
Los Mártires;2020p;05 a 09;Hombre;0
Los Mártires;2020p;10 a 14;Hombre;1
Los Mártires;2020p;15 a 17;Hombre;0
Los Mártires;2020p;18 a 19;Hombre;0
Los Mártires;2020p;20 a 24;Hombre;0
Los Mártires;2020p;25 a 29;Hombre;1
Los Mártires;2020p;30 a 34;Hombre;0
Los Mártires;2020p;35 a 39;Hombre;0
Los Mártires;2020p;40 a 44;Hombre;0
Los Mártires;2020p;45 a 49;Hombre;0
Los Mártires;2020p;50 a 54;Hombre;1
Los Mártires;2020p;55 a 59;Hombre;0
Los Mártires;2020p;60 a 64;Hombre;0
Los Mártires;2020p;65 a 69;Hombre;0
Los Mártires;2020p;70 a 74;Hombre;1
Los Mártires;2020p;75 a 79;Hombre;0
Los Mártires;2020p;80 y más;Hombre;1
Los Mártires;2020p;Todos los grupos;Hombre;5
Los Mártires;2020p;05 a 09;Mujer;0
Los Mártires;2020p;10 a 14;Mujer;0
Los Mártires;2020p;15 a 17;Mujer;0
Los Mártires;2020p;18 a 19;Mujer;0
Los Mártires;2020p;20 a 24;Mujer;0
Los Mártires;2020p;25 a 29;Mujer;0
Los Mártires;2020p;30 a 34;Mujer;0
Los Mártires;2020p;35 a 39;Mujer;0
Los Mártires;2020p;40 a 44;Mujer;1
Los Mártires;2020p;45 a 49;Mujer;0
Los Mártires;2020p;50 a 54;Mujer;0
Los Mártires;2020p;55 a 59;Mujer;0
Los Mártires;2020p;60 a 64;Mujer;0
Los Mártires;2020p;65 a 69;Mujer;0
Los Mártires;2020p;70 a 74;Mujer;0
Los Mártires;2020p;75 a 79;Mujer;0
Los Mártires;2020p;80 y más;Mujer;0
Los Mártires;2020p;Todos los grupos;Mujer;1
Antonio Nariño;2020p;05 a 09;Hombre;0
Antonio Nariño;2020p;10 a 14;Hombre;0
Antonio Nariño;2020p;15 a 17;Hombre;0
Antonio Nariño;2020p;18 a 19;Hombre;0
Antonio Nariño;2020p;20 a 24;Hombre;0
Antonio Nariño;2020p;25 a 29;Hombre;0
Antonio Nariño;2020p;30 a 34;Hombre;0
Antonio Nariño;2020p;35 a 39;Hombre;0
Antonio Nariño;2020p;40 a 44;Hombre;0
Antonio Nariño;2020p;45 a 49;Hombre;0
Antonio Nariño;2020p;50 a 54;Hombre;0
Antonio Nariño;2020p;55 a 59;Hombre;0
Antonio Nariño;2020p;60 a 64;Hombre;0
Antonio Nariño;2020p;65 a 69;Hombre;0
Antonio Nariño;2020p;70 a 74;Hombre;0
Antonio Nariño;2020p;75 a 79;Hombre;0
Antonio Nariño;2020p;80 y más;Hombre;0
Antonio Nariño;2020p;Todos los grupos;Hombre;0
Antonio Nariño;2020p;05 a 09;Mujer;0
Antonio Nariño;2020p;10 a 14;Mujer;0
Antonio Nariño;2020p;15 a 17;Mujer;1
Antonio Nariño;2020p;18 a 19;Mujer;0
Antonio Nariño;2020p;20 a 24;Mujer;0
Antonio Nariño;2020p;25 a 29;Mujer;0
Antonio Nariño;2020p;30 a 34;Mujer;0
Antonio Nariño;2020p;35 a 39;Mujer;0
Antonio Nariño;2020p;40 a 44;Mujer;0
Antonio Nariño;2020p;45 a 49;Mujer;0
Antonio Nariño;2020p;50 a 54;Mujer;0
Antonio Nariño;2020p;55 a 59;Mujer;0
Antonio Nariño;2020p;60 a 64;Mujer;0
Antonio Nariño;2020p;65 a 69;Mujer;0
Antonio Nariño;2020p;70 a 74;Mujer;0
Antonio Nariño;2020p;75 a 79;Mujer;0
Antonio Nariño;2020p;80 y más;Mujer;0
Antonio Nariño;2020p;Todos los grupos;Mujer;1
Puente Aranda;2020p;05 a 09;Hombre;0
Puente Aranda;2020p;10 a 14;Hombre;0
Puente Aranda;2020p;15 a 17;Hombre;0
Puente Aranda;2020p;18 a 19;Hombre;0
Puente Aranda;2020p;20 a 24;Hombre;1
Puente Aranda;2020p;25 a 29;Hombre;0
Puente Aranda;2020p;30 a 34;Hombre;0
Puente Aranda;2020p;35 a 39;Hombre;0
Puente Aranda;2020p;40 a 44;Hombre;0
Puente Aranda;2020p;45 a 49;Hombre;1
Puente Aranda;2020p;50 a 54;Hombre;0
Puente Aranda;2020p;55 a 59;Hombre;0
Puente Aranda;2020p;60 a 64;Hombre;0
Puente Aranda;2020p;65 a 69;Hombre;0
Puente Aranda;2020p;70 a 74;Hombre;0
Puente Aranda;2020p;75 a 79;Hombre;0
Puente Aranda;2020p;80 y más;Hombre;2
Puente Aranda;2020p;Todos los grupos;Hombre;4
Puente Aranda;2020p;05 a 09;Mujer;0
Puente Aranda;2020p;10 a 14;Mujer;0
Puente Aranda;2020p;15 a 17;Mujer;0
Puente Aranda;2020p;18 a 19;Mujer;0
Puente Aranda;2020p;20 a 24;Mujer;0
Puente Aranda;2020p;25 a 29;Mujer;0
Puente Aranda;2020p;30 a 34;Mujer;0
Puente Aranda;2020p;35 a 39;Mujer;0
Puente Aranda;2020p;40 a 44;Mujer;0
Puente Aranda;2020p;45 a 49;Mujer;0
Puente Aranda;2020p;50 a 54;Mujer;0
Puente Aranda;2020p;55 a 59;Mujer;0
Puente Aranda;2020p;60 a 64;Mujer;0
Puente Aranda;2020p;65 a 69;Mujer;0
Puente Aranda;2020p;70 a 74;Mujer;0
Puente Aranda;2020p;75 a 79;Mujer;0
Puente Aranda;2020p;80 y más;Mujer;0
Puente Aranda;2020p;Todos los grupos;Mujer;0
La Candelaria;2020p;05 a 09;Hombre;0
La Candelaria;2020p;10 a 14;Hombre;0
La Candelaria;2020p;15 a 17;Hombre;0
La Candelaria;2020p;18 a 19;Hombre;0
La Candelaria;2020p;20 a 24;Hombre;0
La Candelaria;2020p;25 a 29;Hombre;0
La Candelaria;2020p;30 a 34;Hombre;0
La Candelaria;2020p;35 a 39;Hombre;0
La Candelaria;2020p;40 a 44;Hombre;0
La Candelaria;2020p;45 a 49;Hombre;0
La Candelaria;2020p;50 a 54;Hombre;0
La Candelaria;2020p;55 a 59;Hombre;0
La Candelaria;2020p;60 a 64;Hombre;0
La Candelaria;2020p;65 a 69;Hombre;0
La Candelaria;2020p;70 a 74;Hombre;1
La Candelaria;2020p;75 a 79;Hombre;0
La Candelaria;2020p;80 y más;Hombre;0
La Candelaria;2020p;Todos los grupos;Hombre;1
La Candelaria;2020p;05 a 09;Mujer;0
La Candelaria;2020p;10 a 14;Mujer;0
La Candelaria;2020p;15 a 17;Mujer;0
La Candelaria;2020p;18 a 19;Mujer;0
La Candelaria;2020p;20 a 24;Mujer;0
La Candelaria;2020p;25 a 29;Mujer;0
La Candelaria;2020p;30 a 34;Mujer;0
La Candelaria;2020p;35 a 39;Mujer;0
La Candelaria;2020p;40 a 44;Mujer;0
La Candelaria;2020p;45 a 49;Mujer;0
La Candelaria;2020p;50 a 54;Mujer;0
La Candelaria;2020p;55 a 59;Mujer;0
La Candelaria;2020p;60 a 64;Mujer;0
La Candelaria;2020p;65 a 69;Mujer;0
La Candelaria;2020p;70 a 74;Mujer;0
La Candelaria;2020p;75 a 79;Mujer;0
La Candelaria;2020p;80 y más;Mujer;0
La Candelaria;2020p;Todos los grupos;Mujer;0
Rafael Uribe Uribe;2020p;05 a 09;Hombre;0
Rafael Uribe Uribe;2020p;10 a 14;Hombre;0
Rafael Uribe Uribe;2020p;15 a 17;Hombre;1
Rafael Uribe Uribe;2020p;18 a 19;Hombre;0
Rafael Uribe Uribe;2020p;20 a 24;Hombre;1
Rafael Uribe Uribe;2020p;25 a 29;Hombre;1
Rafael Uribe Uribe;2020p;30 a 34;Hombre;0
Rafael Uribe Uribe;2020p;35 a 39;Hombre;1
Rafael Uribe Uribe;2020p;40 a 44;Hombre;2
Rafael Uribe Uribe;2020p;45 a 49;Hombre;1
Rafael Uribe Uribe;2020p;50 a 54;Hombre;0
Rafael Uribe Uribe;2020p;55 a 59;Hombre;0
Rafael Uribe Uribe;2020p;60 a 64;Hombre;1
Rafael Uribe Uribe;2020p;65 a 69;Hombre;0
Rafael Uribe Uribe;2020p;70 a 74;Hombre;1
Rafael Uribe Uribe;2020p;75 a 79;Hombre;1
Rafael Uribe Uribe;2020p;80 y más;Hombre;0
Rafael Uribe Uribe;2020p;Todos los grupos;Hombre;10
Rafael Uribe Uribe;2020p;05 a 09;Mujer;0
Rafael Uribe Uribe;2020p;10 a 14;Mujer;0
Rafael Uribe Uribe;2020p;15 a 17;Mujer;0
Rafael Uribe Uribe;2020p;18 a 19;Mujer;1
Rafael Uribe Uribe;2020p;20 a 24;Mujer;0
Rafael Uribe Uribe;2020p;25 a 29;Mujer;1
Rafael Uribe Uribe;2020p;30 a 34;Mujer;0
Rafael Uribe Uribe;2020p;35 a 39;Mujer;0
Rafael Uribe Uribe;2020p;40 a 44;Mujer;1
Rafael Uribe Uribe;2020p;45 a 49;Mujer;0
Rafael Uribe Uribe;2020p;50 a 54;Mujer;0
Rafael Uribe Uribe;2020p;55 a 59;Mujer;1
Rafael Uribe Uribe;2020p;60 a 64;Mujer;0
Rafael Uribe Uribe;2020p;65 a 69;Mujer;1
Rafael Uribe Uribe;2020p;70 a 74;Mujer;0
Rafael Uribe Uribe;2020p;75 a 79;Mujer;0
Rafael Uribe Uribe;2020p;80 y más;Mujer;0
Rafael Uribe Uribe;2020p;Todos los grupos;Mujer;5
Ciudad Bolívar;2020p;05 a 09;Hombre;0
Ciudad Bolívar;2020p;10 a 14;Hombre;1
Ciudad Bolívar;2020p;15 a 17;Hombre;0
Ciudad Bolívar;2020p;18 a 19;Hombre;1
Ciudad Bolívar;2020p;20 a 24;Hombre;5
Ciudad Bolívar;2020p;25 a 29;Hombre;2
Ciudad Bolívar;2020p;30 a 34;Hombre;2
Ciudad Bolívar;2020p;35 a 39;Hombre;1
Ciudad Bolívar;2020p;40 a 44;Hombre;0
Ciudad Bolívar;2020p;45 a 49;Hombre;2
Ciudad Bolívar;2020p;50 a 54;Hombre;2
Ciudad Bolívar;2020p;55 a 59;Hombre;2
Ciudad Bolívar;2020p;60 a 64;Hombre;1
Ciudad Bolívar;2020p;65 a 69;Hombre;0
Ciudad Bolívar;2020p;70 a 74;Hombre;3
Ciudad Bolívar;2020p;75 a 79;Hombre;1
Ciudad Bolívar;2020p;80 y más;Hombre;1
Ciudad Bolívar;2020p;Todos los grupos;Hombre;24
Ciudad Bolívar;2020p;05 a 09;Mujer;0
Ciudad Bolívar;2020p;10 a 14;Mujer;0
Ciudad Bolívar;2020p;15 a 17;Mujer;2
Ciudad Bolívar;2020p;18 a 19;Mujer;2
Ciudad Bolívar;2020p;20 a 24;Mujer;1
Ciudad Bolívar;2020p;25 a 29;Mujer;0
Ciudad Bolívar;2020p;30 a 34;Mujer;1
Ciudad Bolívar;2020p;35 a 39;Mujer;0
Ciudad Bolívar;2020p;40 a 44;Mujer;0
Ciudad Bolívar;2020p;45 a 49;Mujer;0
Ciudad Bolívar;2020p;50 a 54;Mujer;1
Ciudad Bolívar;2020p;55 a 59;Mujer;1
Ciudad Bolívar;2020p;60 a 64;Mujer;1
Ciudad Bolívar;2020p;65 a 69;Mujer;0
Ciudad Bolívar;2020p;70 a 74;Mujer;0
Ciudad Bolívar;2020p;75 a 79;Mujer;0
Ciudad Bolívar;2020p;80 y más;Mujer;0
Ciudad Bolívar;2020p;Todos los grupos;Mujer;9
Sumapaz;2020p;05 a 09;Hombre;0
Sumapaz;2020p;10 a 14;Hombre;0
Sumapaz;2020p;15 a 17;Hombre;0
Sumapaz;2020p;18 a 19;Hombre;0
Sumapaz;2020p;20 a 24;Hombre;0
Sumapaz;2020p;25 a 29;Hombre;0
Sumapaz;2020p;30 a 34;Hombre;0
Sumapaz;2020p;35 a 39;Hombre;0
Sumapaz;2020p;40 a 44;Hombre;0
Sumapaz;2020p;45 a 49;Hombre;0
Sumapaz;2020p;50 a 54;Hombre;0
Sumapaz;2020p;55 a 59;Hombre;0
Sumapaz;2020p;60 a 64;Hombre;0
Sumapaz;2020p;65 a 69;Hombre;0
Sumapaz;2020p;70 a 74;Hombre;0
Sumapaz;2020p;75 a 79;Hombre;0
Sumapaz;2020p;80 y más;Hombre;0
Sumapaz;2020p;Todos los grupos;Hombre;0
Sumapaz;2020p;05 a 09;Mujer;0
Sumapaz;2020p;10 a 14;Mujer;0
Sumapaz;2020p;15 a 17;Mujer;0
Sumapaz;2020p;18 a 19;Mujer;0
Sumapaz;2020p;20 a 24;Mujer;0
Sumapaz;2020p;25 a 29;Mujer;0
Sumapaz;2020p;30 a 34;Mujer;0
Sumapaz;2020p;35 a 39;Mujer;0
Sumapaz;2020p;40 a 44;Mujer;0
Sumapaz;2020p;45 a 49;Mujer;0
Sumapaz;2020p;50 a 54;Mujer;0
Sumapaz;2020p;55 a 59;Mujer;0
Sumapaz;2020p;60 a 64;Mujer;0
Sumapaz;2020p;65 a 69;Mujer;0
Sumapaz;2020p;70 a 74;Mujer;0
Sumapaz;2020p;75 a 79;Mujer;0
Sumapaz;2020p;80 y más;Mujer;0
Sumapaz;2020p;Todos los grupos;Mujer;0
Distrito;2020p;05 a 09;Hombre;1
Distrito;2020p;10 a 14;Hombre;8
Distrito;2020p;15 a 17;Hombre;7
Distrito;2020p;18 a 19;Hombre;8
Distrito;2020p;20 a 24;Hombre;44
Distrito;2020p;25 a 29;Hombre;20
Distrito;2020p;30 a 34;Hombre;24
Distrito;2020p;35 a 39;Hombre;18
Distrito;2020p;40 a 44;Hombre;12
Distrito;2020p;45 a 49;Hombre;15
Distrito;2020p;50 a 54;Hombre;8
Distrito;2020p;55 a 59;Hombre;19
Distrito;2020p;60 a 64;Hombre;14
Distrito;2020p;65 a 69;Hombre;12
Distrito;2020p;70 a 74;Hombre;15
Distrito;2020p;75 a 79;Hombre;7
Distrito;2020p;80 y más;Hombre;5
Distrito;2020p;Todos los grupos;Hombre;237
Distrito;2020p;05 a 09;Mujer;1
Distrito;2020p;10 a 14;Mujer;5
Distrito;2020p;15 a 17;Mujer;6
Distrito;2020p;18 a 19;Mujer;6
Distrito;2020p;20 a 24;Mujer;12
Distrito;2020p;25 a 29;Mujer;11
Distrito;2020p;30 a 34;Mujer;4
Distrito;2020p;35 a 39;Mujer;6
Distrito;2020p;40 a 44;Mujer;8
Distrito;2020p;45 a 49;Mujer;3
Distrito;2020p;50 a 54;Mujer;5
Distrito;2020p;55 a 59;Mujer;7
Distrito;2020p;60 a 64;Mujer;1
Distrito;2020p;65 a 69;Mujer;5
Distrito;2020p;70 a 74;Mujer;1
Distrito;2020p;75 a 79;Mujer;1
Distrito;2020p;80 y más;Mujer;0
Distrito;2020p;Todos los grupos;Mujer;82
Usaquén;2021 SEM-l;05 a 09;Hombre;0
Usaquén;2021 SEM-l;10 a 14;Hombre;2
Usaquén;2021 SEM-l;15 a 17;Hombre;0
Usaquén;2021 SEM-l;18 a 19;Hombre;2
Usaquén;2021 SEM-l;20 a 24;Hombre;1
Usaquén;2021 SEM-l;25 a 29;Hombre;2
Usaquén;2021 SEM-l;30 a 34;Hombre;1
Usaquén;2021 SEM-l;35 a 39;Hombre;2
Usaquén;2021 SEM-l;40 a 44;Hombre;3
Usaquén;2021 SEM-l;45 a 49;Hombre;0
Usaquén;2021 SEM-l;50 a 54;Hombre;2
Usaquén;2021 SEM-l;55 a 59;Hombre;0
Usaquén;2021 SEM-l;60 a 64;Hombre;1
Usaquén;2021 SEM-l;65 a 69;Hombre;0
Usaquén;2021 SEM-l;70 a 74;Hombre;1
Usaquén;2021 SEM-l;75 a 79;Hombre;0
Usaquén;2021 SEM-l;80 y más;Hombre;0
Usaquén;2021 SEM-l;Todos los grupos;Hombre;17
Usaquén;2021 SEM-l;05 a 09;Mujer;0
Usaquén;2021 SEM-l;10 a 14;Mujer;0
Usaquén;2021 SEM-l;15 a 17;Mujer;0
Usaquén;2021 SEM-l;18 a 19;Mujer;1
Usaquén;2021 SEM-l;20 a 24;Mujer;0
Usaquén;2021 SEM-l;25 a 29;Mujer;0
Usaquén;2021 SEM-l;30 a 34;Mujer;1
Usaquén;2021 SEM-l;35 a 39;Mujer;0
Usaquén;2021 SEM-l;40 a 44;Mujer;0
Usaquén;2021 SEM-l;45 a 49;Mujer;0
Usaquén;2021 SEM-l;50 a 54;Mujer;1
Usaquén;2021 SEM-l;55 a 59;Mujer;0
Usaquén;2021 SEM-l;60 a 64;Mujer;1
Usaquén;2021 SEM-l;65 a 69;Mujer;0
Usaquén;2021 SEM-l;70 a 74;Mujer;0
Usaquén;2021 SEM-l;75 a 79;Mujer;1
Usaquén;2021 SEM-l;80 y más;Mujer;0
Usaquén;2021 SEM-l;Todos los grupos;Mujer;5
Chapinero;2021 SEM-l;05 a 09;Hombre;0
Chapinero;2021 SEM-l;10 a 14;Hombre;0
Chapinero;2021 SEM-l;15 a 17;Hombre;0
Chapinero;2021 SEM-l;18 a 19;Hombre;0
Chapinero;2021 SEM-l;20 a 24;Hombre;0
Chapinero;2021 SEM-l;25 a 29;Hombre;0
Chapinero;2021 SEM-l;30 a 34;Hombre;2
Chapinero;2021 SEM-l;35 a 39;Hombre;1
Chapinero;2021 SEM-l;40 a 44;Hombre;1
Chapinero;2021 SEM-l;45 a 49;Hombre;0
Chapinero;2021 SEM-l;50 a 54;Hombre;1
Chapinero;2021 SEM-l;55 a 59;Hombre;0
Chapinero;2021 SEM-l;60 a 64;Hombre;1
Chapinero;2021 SEM-l;65 a 69;Hombre;0
Chapinero;2021 SEM-l;70 a 74;Hombre;0
Chapinero;2021 SEM-l;75 a 79;Hombre;0
Chapinero;2021 SEM-l;80 y más;Hombre;0
Chapinero;2021 SEM-l;Todos los grupos;Hombre;6
Chapinero;2021 SEM-l;05 a 09;Mujer;0
Chapinero;2021 SEM-l;10 a 14;Mujer;0
Chapinero;2021 SEM-l;15 a 17;Mujer;0
Chapinero;2021 SEM-l;18 a 19;Mujer;0
Chapinero;2021 SEM-l;20 a 24;Mujer;0
Chapinero;2021 SEM-l;25 a 29;Mujer;0
Chapinero;2021 SEM-l;30 a 34;Mujer;0
Chapinero;2021 SEM-l;35 a 39;Mujer;0
Chapinero;2021 SEM-l;40 a 44;Mujer;0
Chapinero;2021 SEM-l;45 a 49;Mujer;0
Chapinero;2021 SEM-l;50 a 54;Mujer;0
Chapinero;2021 SEM-l;55 a 59;Mujer;0
Chapinero;2021 SEM-l;60 a 64;Mujer;0
Chapinero;2021 SEM-l;65 a 69;Mujer;0
Chapinero;2021 SEM-l;70 a 74;Mujer;1
Chapinero;2021 SEM-l;75 a 79;Mujer;0
Chapinero;2021 SEM-l;80 y más;Mujer;0
Chapinero;2021 SEM-l;Todos los grupos;Mujer;1
Santa Fe;2021 SEM-l;05 a 09;Hombre;0
Santa Fe;2021 SEM-l;10 a 14;Hombre;0
Santa Fe;2021 SEM-l;15 a 17;Hombre;0
Santa Fe;2021 SEM-l;18 a 19;Hombre;0
Santa Fe;2021 SEM-l;20 a 24;Hombre;0
Santa Fe;2021 SEM-l;25 a 29;Hombre;0
Santa Fe;2021 SEM-l;30 a 34;Hombre;1
Santa Fe;2021 SEM-l;35 a 39;Hombre;1
Santa Fe;2021 SEM-l;40 a 44;Hombre;0
Santa Fe;2021 SEM-l;45 a 49;Hombre;0
Santa Fe;2021 SEM-l;50 a 54;Hombre;1
Santa Fe;2021 SEM-l;55 a 59;Hombre;1
Santa Fe;2021 SEM-l;60 a 64;Hombre;0
Santa Fe;2021 SEM-l;65 a 69;Hombre;1
Santa Fe;2021 SEM-l;70 a 74;Hombre;0
Santa Fe;2021 SEM-l;75 a 79;Hombre;0
Santa Fe;2021 SEM-l;80 y más;Hombre;0
Santa Fe;2021 SEM-l;Todos los grupos;Hombre;5
Santa Fe;2021 SEM-l;05 a 09;Mujer;0
Santa Fe;2021 SEM-l;10 a 14;Mujer;1
Santa Fe;2021 SEM-l;15 a 17;Mujer;0
Santa Fe;2021 SEM-l;18 a 19;Mujer;0
Santa Fe;2021 SEM-l;20 a 24;Mujer;1
Santa Fe;2021 SEM-l;25 a 29;Mujer;0
Santa Fe;2021 SEM-l;30 a 34;Mujer;0
Santa Fe;2021 SEM-l;35 a 39;Mujer;0
Santa Fe;2021 SEM-l;40 a 44;Mujer;0
Santa Fe;2021 SEM-l;45 a 49;Mujer;0
Santa Fe;2021 SEM-l;50 a 54;Mujer;0
Santa Fe;2021 SEM-l;55 a 59;Mujer;0
Santa Fe;2021 SEM-l;60 a 64;Mujer;0
Santa Fe;2021 SEM-l;65 a 69;Mujer;0
Santa Fe;2021 SEM-l;70 a 74;Mujer;0
Santa Fe;2021 SEM-l;75 a 79;Mujer;0
Santa Fe;2021 SEM-l;80 y más;Mujer;0
Santa Fe;2021 SEM-l;Todos los grupos;Mujer;2
San Cristóbal;2021 SEM-l;05 a 09;Hombre;0
San Cristóbal;2021 SEM-l;10 a 14;Hombre;0
San Cristóbal;2021 SEM-l;15 a 17;Hombre;0
San Cristóbal;2021 SEM-l;18 a 19;Hombre;1
San Cristóbal;2021 SEM-l;20 a 24;Hombre;4
San Cristóbal;2021 SEM-l;25 a 29;Hombre;3
San Cristóbal;2021 SEM-l;30 a 34;Hombre;0
San Cristóbal;2021 SEM-l;35 a 39;Hombre;1
San Cristóbal;2021 SEM-l;40 a 44;Hombre;3
San Cristóbal;2021 SEM-l;45 a 49;Hombre;1
