Área;Año;Grupo de edad;Sexo;Casos
La Candelaria;2016;65 a 69;Mujer;0
La Candelaria;2016;70 a 74;Mujer;0
La Candelaria;2016;75 a 79;Mujer;0
La Candelaria;2016;80 y más;Mujer;0
La Candelaria;2016;Todos los grupos;Mujer;0
Rafael Uribe Uribe;2016;05 a 09;Hombre;0
Rafael Uribe Uribe;2016;10 a 14;Hombre;0
Rafael Uribe Uribe;2016;15 a 17;Hombre;1
Rafael Uribe Uribe;2016;18 a 19;Hombre;1
Rafael Uribe Uribe;2016;20 a 24;Hombre;2
Rafael Uribe Uribe;2016;25 a 29;Hombre;1
Rafael Uribe Uribe;2016;30 a 34;Hombre;1
Rafael Uribe Uribe;2016;35 a 39;Hombre;0
Rafael Uribe Uribe;2016;40 a 44;Hombre;1
Rafael Uribe Uribe;2016;45 a 49;Hombre;0
Rafael Uribe Uribe;2016;50 a 54;Hombre;0
Rafael Uribe Uribe;2016;55 a 59;Hombre;0
Rafael Uribe Uribe;2016;60 a 64;Hombre;0
Rafael Uribe Uribe;2016;65 a 69;Hombre;0
Rafael Uribe Uribe;2016;70 a 74;Hombre;2
Rafael Uribe Uribe;2016;75 a 79;Hombre;0
Rafael Uribe Uribe;2016;80 y más;Hombre;0
Rafael Uribe Uribe;2016;Todos los grupos;Hombre;9
Rafael Uribe Uribe;2016;05 a 09;Mujer;0
Rafael Uribe Uribe;2016;10 a 14;Mujer;0
Rafael Uribe Uribe;2016;15 a 17;Mujer;0
Rafael Uribe Uribe;2016;18 a 19;Mujer;0
Rafael Uribe Uribe;2016;20 a 24;Mujer;1
Rafael Uribe Uribe;2016;25 a 29;Mujer;0
Rafael Uribe Uribe;2016;30 a 34;Mujer;1
Rafael Uribe Uribe;2016;35 a 39;Mujer;0
Rafael Uribe Uribe;2016;40 a 44;Mujer;0
Rafael Uribe Uribe;2016;45 a 49;Mujer;0
Rafael Uribe Uribe;2016;50 a 54;Mujer;0
Rafael Uribe Uribe;2016;55 a 59;Mujer;0
Rafael Uribe Uribe;2016;60 a 64;Mujer;0
Rafael Uribe Uribe;2016;65 a 69;Mujer;0
Rafael Uribe Uribe;2016;70 a 74;Mujer;0
Rafael Uribe Uribe;2016;75 a 79;Mujer;0
Rafael Uribe Uribe;2016;80 y más;Mujer;0
Rafael Uribe Uribe;2016;Todos los grupos;Mujer;2
Ciudad Bolívar;2016;05 a 09;Hombre;0
Ciudad Bolívar;2016;10 a 14;Hombre;2
Ciudad Bolívar;2016;15 a 17;Hombre;4
Ciudad Bolívar;2016;18 a 19;Hombre;1
Ciudad Bolívar;2016;20 a 24;Hombre;5
Ciudad Bolívar;2016;25 a 29;Hombre;7
Ciudad Bolívar;2016;30 a 34;Hombre;6
Ciudad Bolívar;2016;35 a 39;Hombre;2
Ciudad Bolívar;2016;40 a 44;Hombre;2
Ciudad Bolívar;2016;45 a 49;Hombre;0
Ciudad Bolívar;2016;50 a 54;Hombre;1
Ciudad Bolívar;2016;55 a 59;Hombre;1
Ciudad Bolívar;2016;60 a 64;Hombre;1
Ciudad Bolívar;2016;65 a 69;Hombre;0
Ciudad Bolívar;2016;70 a 74;Hombre;0
Ciudad Bolívar;2016;75 a 79;Hombre;1
Ciudad Bolívar;2016;80 y más;Hombre;0
Ciudad Bolívar;2016;Todos los grupos;Hombre;33
Ciudad Bolívar;2016;05 a 09;Mujer;0
Ciudad Bolívar;2016;10 a 14;Mujer;0
Ciudad Bolívar;2016;15 a 17;Mujer;0
Ciudad Bolívar;2016;18 a 19;Mujer;0
Ciudad Bolívar;2016;20 a 24;Mujer;0
Ciudad Bolívar;2016;25 a 29;Mujer;1
Ciudad Bolívar;2016;30 a 34;Mujer;0
Ciudad Bolívar;2016;35 a 39;Mujer;0
Ciudad Bolívar;2016;40 a 44;Mujer;0
Ciudad Bolívar;2016;45 a 49;Mujer;0
Ciudad Bolívar;2016;50 a 54;Mujer;0
Ciudad Bolívar;2016;55 a 59;Mujer;0
Ciudad Bolívar;2016;60 a 64;Mujer;0
Ciudad Bolívar;2016;65 a 69;Mujer;0
Ciudad Bolívar;2016;70 a 74;Mujer;0
Ciudad Bolívar;2016;75 a 79;Mujer;0
Ciudad Bolívar;2016;80 y más;Mujer;0
Ciudad Bolívar;2016;Todos los grupos;Mujer;1
Sumapaz;2016;05 a 09;Hombre;0
Sumapaz;2016;10 a 14;Hombre;0
Sumapaz;2016;15 a 17;Hombre;0
Sumapaz;2016;18 a 19;Hombre;0
Sumapaz;2016;20 a 24;Hombre;0
Sumapaz;2016;25 a 29;Hombre;0
Sumapaz;2016;30 a 34;Hombre;0
Sumapaz;2016;35 a 39;Hombre;0
Sumapaz;2016;40 a 44;Hombre;0
Sumapaz;2016;45 a 49;Hombre;0
Sumapaz;2016;50 a 54;Hombre;0
Sumapaz;2016;55 a 59;Hombre;0
Sumapaz;2016;60 a 64;Hombre;0
Sumapaz;2016;65 a 69;Hombre;0
Sumapaz;2016;70 a 74;Hombre;0
Sumapaz;2016;75 a 79;Hombre;0
Sumapaz;2016;80 y más;Hombre;0
Sumapaz;2016;Todos los grupos;Hombre;0
Sumapaz;2016;05 a 09;Mujer;0
Sumapaz;2016;10 a 14;Mujer;0
Sumapaz;2016;15 a 17;Mujer;0
Sumapaz;2016;18 a 19;Mujer;0
Sumapaz;2016;20 a 24;Mujer;0
Sumapaz;2016;25 a 29;Mujer;0
Sumapaz;2016;30 a 34;Mujer;0
Sumapaz;2016;35 a 39;Mujer;0
Sumapaz;2016;40 a 44;Mujer;0
Sumapaz;2016;45 a 49;Mujer;0
Sumapaz;2016;50 a 54;Mujer;0
Sumapaz;2016;55 a 59;Mujer;0
Sumapaz;2016;60 a 64;Mujer;0
Sumapaz;2016;65 a 69;Mujer;0
Sumapaz;2016;70 a 74;Mujer;0
Sumapaz;2016;75 a 79;Mujer;0
Sumapaz;2016;80 y más;Mujer;0
Sumapaz;2016;Todos los grupos;Mujer;0
Distrito;2016;05 a 09;Hombre;0
Distrito;2016;10 a 14;Hombre;9
Distrito;2016;15 a 17;Hombre;18
Distrito;2016;18 a 19;Hombre;10
Distrito;2016;20 a 24;Hombre;52
Distrito;2016;25 a 29;Hombre;41
Distrito;2016;30 a 34;Hombre;32
Distrito;2016;35 a 39;Hombre;18
Distrito;2016;40 a 44;Hombre;22
Distrito;2016;45 a 49;Hombre;19
Distrito;2016;50 a 54;Hombre;14
Distrito;2016;55 a 59;Hombre;11
Distrito;2016;60 a 64;Hombre;16
Distrito;2016;65 a 69;Hombre;7
Distrito;2016;70 a 74;Hombre;8
Distrito;2016;75 a 79;Hombre;3
Distrito;2016;80 y más;Hombre;9
Distrito;2016;Todos los grupos;Hombre;289
Distrito;2016;05 a 09;Mujer;
Distrito;2016;10 a 14;Mujer;5
Distrito;2016;15 a 17;Mujer;5
Distrito;2016;18 a 19;Mujer;6
Distrito;2016;20 a 24;Mujer;14
Distrito;2016;25 a 29;Mujer;7
Distrito;2016;30 a 34;Mujer;6
Distrito;2016;35 a 39;Mujer;6
Distrito;2016;40 a 44;Mujer;4
Distrito;2016;45 a 49;Mujer;4
Distrito;2016;50 a 54;Mujer;5
Distrito;2016;55 a 59;Mujer;0
Distrito;2016;60 a 64;Mujer;2
Distrito;2016;65 a 69;Mujer;2
Distrito;2016;70 a 74;Mujer;0
Distrito;2016;75 a 79;Mujer;1
Distrito;2016;80 y más;Mujer;0
Distrito;2016;Todos los grupos;Mujer;67
Usaquén;2017;05 a 09;Hombre;0
Usaquén;2017;10 a 14;Hombre;0
Usaquén;2017;15 a 17;Hombre;1
Usaquén;2017;18 a 19;Hombre;1
Usaquén;2017;20 a 24;Hombre;2
Usaquén;2017;25 a 29;Hombre;4
Usaquén;2017;30 a 34;Hombre;2
Usaquén;2017;35 a 39;Hombre;1
Usaquén;2017;40 a 44;Hombre;1
Usaquén;2017;45 a 49;Hombre;2
Usaquén;2017;50 a 54;Hombre;1
Usaquén;2017;55 a 59;Hombre;2
Usaquén;2017;60 a 64;Hombre;2
Usaquén;2017;65 a 69;Hombre;1
Usaquén;2017;70 a 74;Hombre;0
Usaquén;2017;75 a 79;Hombre;0
Usaquén;2017;80 y más;Hombre;0
Usaquén;2017;Todos los grupos;Hombre;20
Usaquén;2017;05 a 09;Mujer;0
Usaquén;2017;10 a 14;Mujer;1
Usaquén;2017;15 a 17;Mujer;0
Usaquén;2017;18 a 19;Mujer;0
Usaquén;2017;20 a 24;Mujer;1
Usaquén;2017;25 a 29;Mujer;1
Usaquén;2017;30 a 34;Mujer;0
Usaquén;2017;35 a 39;Mujer;0
Usaquén;2017;40 a 44;Mujer;0
Usaquén;2017;45 a 49;Mujer;2
Usaquén;2017;50 a 54;Mujer;0
Usaquén;2017;55 a 59;Mujer;1
Usaquén;2017;60 a 64;Mujer;0
Usaquén;2017;65 a 69;Mujer;0
Usaquén;2017;70 a 74;Mujer;0
Usaquén;2017;75 a 79;Mujer;0
Usaquén;2017;80 y más;Mujer;0
Usaquén;2017;Todos los grupos;Mujer;6
Chapinero;2017;05 a 09;Hombre;0
Chapinero;2017;10 a 14;Hombre;0
Chapinero;2017;15 a 17;Hombre;0
Chapinero;2017;18 a 19;Hombre;1
Chapinero;2017;20 a 24;Hombre;0
Chapinero;2017;25 a 29;Hombre;0
Chapinero;2017;30 a 34;Hombre;1
Chapinero;2017;35 a 39;Hombre;2
Chapinero;2017;40 a 44;Hombre;0
Chapinero;2017;45 a 49;Hombre;1
Chapinero;2017;50 a 54;Hombre;0
Chapinero;2017;55 a 59;Hombre;0
Chapinero;2017;60 a 64;Hombre;0
Chapinero;2017;65 a 69;Hombre;0
Chapinero;2017;70 a 74;Hombre;0
Chapinero;2017;75 a 79;Hombre;0
Chapinero;2017;80 y más;Hombre;0
Chapinero;2017;Todos los grupos;Hombre;5
Chapinero;2017;05 a 09;Mujer;0
Chapinero;2017;10 a 14;Mujer;0
Chapinero;2017;15 a 17;Mujer;0
Chapinero;2017;18 a 19;Mujer;0
Chapinero;2017;20 a 24;Mujer;0
Chapinero;2017;25 a 29;Mujer;1
Chapinero;2017;30 a 34;Mujer;0
Chapinero;2017;35 a 39;Mujer;0
Chapinero;2017;40 a 44;Mujer;0
Chapinero;2017;45 a 49;Mujer;0
Chapinero;2017;50 a 54;Mujer;0
Chapinero;2017;55 a 59;Mujer;0
Chapinero;2017;60 a 64;Mujer;0
Chapinero;2017;65 a 69;Mujer;0
Chapinero;2017;70 a 74;Mujer;0
Chapinero;2017;75 a 79;Mujer;0
Chapinero;2017;80 y más;Mujer;0
Chapinero;2017;Todos los grupos;Mujer;1
Santa Fe;2017;05 a 09;Hombre;0
Santa Fe;2017;10 a 14;Hombre;1
Santa Fe;2017;15 a 17;Hombre;0
Santa Fe;2017;18 a 19;Hombre;0
Santa Fe;2017;20 a 24;Hombre;2
Santa Fe;2017;25 a 29;Hombre;0
Santa Fe;2017;30 a 34;Hombre;2
Santa Fe;2017;35 a 39;Hombre;1
Santa Fe;2017;40 a 44;Hombre;1
Santa Fe;2017;45 a 49;Hombre;0
Santa Fe;2017;50 a 54;Hombre;0
Santa Fe;2017;55 a 59;Hombre;2
Santa Fe;2017;60 a 64;Hombre;2
Santa Fe;2017;65 a 69;Hombre;0
Santa Fe;2017;70 a 74;Hombre;0
Santa Fe;2017;75 a 79;Hombre;0
Santa Fe;2017;80 y más;Hombre;0
Santa Fe;2017;Todos los grupos;Hombre;11
Santa Fe;2017;05 a 09;Mujer;0
Santa Fe;2017;10 a 14;Mujer;0
Santa Fe;2017;15 a 17;Mujer;0
Santa Fe;2017;18 a 19;Mujer;1
Santa Fe;2017;20 a 24;Mujer;1
Santa Fe;2017;25 a 29;Mujer;0
Santa Fe;2017;30 a 34;Mujer;1
Santa Fe;2017;35 a 39;Mujer;0
Santa Fe;2017;40 a 44;Mujer;0
Santa Fe;2017;45 a 49;Mujer;0
Santa Fe;2017;50 a 54;Mujer;0
Santa Fe;2017;55 a 59;Mujer;0
Santa Fe;2017;60 a 64;Mujer;0
Santa Fe;2017;65 a 69;Mujer;0
Santa Fe;2017;70 a 74;Mujer;0
Santa Fe;2017;75 a 79;Mujer;0
Santa Fe;2017;80 y más;Mujer;0
Santa Fe;2017;Todos los grupos;Mujer;3
San Cristóbal;2017;05 a 09;Hombre;0
San Cristóbal;2017;10 a 14;Hombre;0
San Cristóbal;2017;15 a 17;Hombre;0
San Cristóbal;2017;18 a 19;Hombre;0
San Cristóbal;2017;20 a 24;Hombre;2
San Cristóbal;2017;25 a 29;Hombre;2
San Cristóbal;2017;30 a 34;Hombre;0
San Cristóbal;2017;35 a 39;Hombre;2
San Cristóbal;2017;40 a 44;Hombre;2
San Cristóbal;2017;45 a 49;Hombre;0
San Cristóbal;2017;50 a 54;Hombre;1
San Cristóbal;2017;55 a 59;Hombre;0
San Cristóbal;2017;60 a 64;Hombre;1
San Cristóbal;2017;65 a 69;Hombre;1
San Cristóbal;2017;70 a 74;Hombre;0
San Cristóbal;2017;75 a 79;Hombre;2
San Cristóbal;2017;80 y más;Hombre;1
San Cristóbal;2017;Todos los grupos;Hombre;14
San Cristóbal;2017;05 a 09;Mujer;0
San Cristóbal;2017;10 a 14;Mujer;0
San Cristóbal;2017;15 a 17;Mujer;2
San Cristóbal;2017;18 a 19;Mujer;0
San Cristóbal;2017;20 a 24;Mujer;0
San Cristóbal;2017;25 a 29;Mujer;3
San Cristóbal;2017;30 a 34;Mujer;0
San Cristóbal;2017;35 a 39;Mujer;1
San Cristóbal;2017;40 a 44;Mujer;0
San Cristóbal;2017;45 a 49;Mujer;0
San Cristóbal;2017;50 a 54;Mujer;0
San Cristóbal;2017;55 a 59;Mujer;0
San Cristóbal;2017;60 a 64;Mujer;0
San Cristóbal;2017;65 a 69;Mujer;0
San Cristóbal;2017;70 a 74;Mujer;0
San Cristóbal;2017;75 a 79;Mujer;0
San Cristóbal;2017;80 y más;Mujer;0
San Cristóbal;2017;Todos los grupos;Mujer;6
Usme;2017;05 a 09;Hombre;0
Usme;2017;10 a 14;Hombre;1
Usme;2017;15 a 17;Hombre;1
Usme;2017;18 a 19;Hombre;1
Usme;2017;20 a 24;Hombre;1
Usme;2017;25 a 29;Hombre;3
Usme;2017;30 a 34;Hombre;1
Usme;2017;35 a 39;Hombre;1
Usme;2017;40 a 44;Hombre;1
Usme;2017;45 a 49;Hombre;0
Usme;2017;50 a 54;Hombre;0
Usme;2017;55 a 59;Hombre;2
Usme;2017;60 a 64;Hombre;0
Usme;2017;65 a 69;Hombre;0
Usme;2017;70 a 74;Hombre;0
Usme;2017;75 a 79;Hombre;0
Usme;2017;80 y más;Hombre;0
Usme;2017;Todos los grupos;Hombre;12
Usme;2017;05 a 09;Mujer;0
Usme;2017;10 a 14;Mujer;1
Usme;2017;15 a 17;Mujer;0
Usme;2017;18 a 19;Mujer;0
Usme;2017;20 a 24;Mujer;0
Usme;2017;25 a 29;Mujer;0
Usme;2017;30 a 34;Mujer;0
Usme;2017;35 a 39;Mujer;0
Usme;2017;40 a 44;Mujer;0
Usme;2017;45 a 49;Mujer;0
Usme;2017;50 a 54;Mujer;0
Usme;2017;55 a 59;Mujer;0
Usme;2017;60 a 64;Mujer;0
Usme;2017;65 a 69;Mujer;0
Usme;2017;70 a 74;Mujer;0
Usme;2017;75 a 79;Mujer;0
Usme;2017;80 y más;Mujer;0
Usme;2017;Todos los grupos;Mujer;1
Tunjuelito;2017;05 a 09;Hombre;0
Tunjuelito;2017;10 a 14;Hombre;0
Tunjuelito;2017;15 a 17;Hombre;0
Tunjuelito;2017;18 a 19;Hombre;0
Tunjuelito;2017;20 a 24;Hombre;1
Tunjuelito;2017;25 a 29;Hombre;0
Tunjuelito;2017;30 a 34;Hombre;0
Tunjuelito;2017;35 a 39;Hombre;1
Tunjuelito;2017;40 a 44;Hombre;0
Tunjuelito;2017;45 a 49;Hombre;2
Tunjuelito;2017;50 a 54;Hombre;1
Tunjuelito;2017;55 a 59;Hombre;0
Tunjuelito;2017;60 a 64;Hombre;0
Tunjuelito;2017;65 a 69;Hombre;0
Tunjuelito;2017;70 a 74;Hombre;0
Tunjuelito;2017;75 a 79;Hombre;0
Tunjuelito;2017;80 y más;Hombre;1
Tunjuelito;2017;Todos los grupos;Hombre;6
Tunjuelito;2017;05 a 09;Mujer;0
Tunjuelito;2017;10 a 14;Mujer;0
Tunjuelito;2017;15 a 17;Mujer;0
Tunjuelito;2017;18 a 19;Mujer;0
Tunjuelito;2017;20 a 24;Mujer;0
Tunjuelito;2017;25 a 29;Mujer;1
Tunjuelito;2017;30 a 34;Mujer;0
Tunjuelito;2017;35 a 39;Mujer;0
Tunjuelito;2017;40 a 44;Mujer;0
Tunjuelito;2017;45 a 49;Mujer;0
Tunjuelito;2017;50 a 54;Mujer;1
Tunjuelito;2017;55 a 59;Mujer;0
Tunjuelito;2017;60 a 64;Mujer;0
Tunjuelito;2017;65 a 69;Mujer;0
Tunjuelito;2017;70 a 74;Mujer;0
Tunjuelito;2017;75 a 79;Mujer;0
Tunjuelito;2017;80 y más;Mujer;0
Tunjuelito;2017;Todos los grupos;Mujer;2
Bosa;2017;05 a 09;Hombre;0
Bosa;2017;10 a 14;Hombre;3
Bosa;2017;15 a 17;Hombre;5
Bosa;2017;18 a 19;Hombre;1
Bosa;2017;20 a 24;Hombre;6
Bosa;2017;25 a 29;Hombre;1
Bosa;2017;30 a 34;Hombre;1
Bosa;2017;35 a 39;Hombre;2
Bosa;2017;40 a 44;Hombre;1
Bosa;2017;45 a 49;Hombre;2
Bosa;2017;50 a 54;Hombre;1
Bosa;2017;55 a 59;Hombre;0
Bosa;2017;60 a 64;Hombre;0
Bosa;2017;65 a 69;Hombre;0
Bosa;2017;70 a 74;Hombre;1
Bosa;2017;75 a 79;Hombre;0
Bosa;2017;80 y más;Hombre;1
Bosa;2017;Todos los grupos;Hombre;25
Bosa;2017;05 a 09;Mujer;0
Bosa;2017;10 a 14;Mujer;0
Bosa;2017;15 a 17;Mujer;1
Bosa;2017;18 a 19;Mujer;1
Bosa;2017;20 a 24;Mujer;1
Bosa;2017;25 a 29;Mujer;1
Bosa;2017;30 a 34;Mujer;1
Bosa;2017;35 a 39;Mujer;1
Bosa;2017;40 a 44;Mujer;0
Bosa;2017;45 a 49;Mujer;0
Bosa;2017;50 a 54;Mujer;0
Bosa;2017;55 a 59;Mujer;0
Bosa;2017;60 a 64;Mujer;0
Bosa;2017;65 a 69;Mujer;0
Bosa;2017;70 a 74;Mujer;0
Bosa;2017;75 a 79;Mujer;0
Bosa;2017;80 y más;Mujer;0
Bosa;2017;Todos los grupos;Mujer;6
Kennedy;2017;05 a 09;Hombre;0
Kennedy;2017;10 a 14;Hombre;1
Kennedy;2017;15 a 17;Hombre;1
Kennedy;2017;18 a 19;Hombre;1
Kennedy;2017;20 a 24;Hombre;3
Kennedy;2017;25 a 29;Hombre;5
Kennedy;2017;30 a 34;Hombre;2
Kennedy;2017;35 a 39;Hombre;3
Kennedy;2017;40 a 44;Hombre;1
Kennedy;2017;45 a 49;Hombre;1
Kennedy;2017;50 a 54;Hombre;1
Kennedy;2017;55 a 59;Hombre;2
Kennedy;2017;60 a 64;Hombre;0
Kennedy;2017;65 a 69;Hombre;0
Kennedy;2017;70 a 74;Hombre;1
Kennedy;2017;75 a 79;Hombre;0
Kennedy;2017;80 y más;Hombre;1
Kennedy;2017;Todos los grupos;Hombre;23
Kennedy;2017;05 a 09;Mujer;0
Kennedy;2017;10 a 14;Mujer;2
Kennedy;2017;15 a 17;Mujer;2
Kennedy;2017;18 a 19;Mujer;2
Kennedy;2017;20 a 24;Mujer;0
Kennedy;2017;25 a 29;Mujer;1
Kennedy;2017;30 a 34;Mujer;2
Kennedy;2017;35 a 39;Mujer;0
Kennedy;2017;40 a 44;Mujer;0
Kennedy;2017;45 a 49;Mujer;0
Kennedy;2017;50 a 54;Mujer;0
Kennedy;2017;55 a 59;Mujer;0
Kennedy;2017;60 a 64;Mujer;0
Kennedy;2017;65 a 69;Mujer;0
Kennedy;2017;70 a 74;Mujer;0
Kennedy;2017;75 a 79;Mujer;1
Kennedy;2017;80 y más;Mujer;0
Kennedy;2017;Todos los grupos;Mujer;10
Fontibón;2017;05 a 09;Hombre;0
Fontibón;2017;10 a 14;Hombre;0
Fontibón;2017;15 a 17;Hombre;0
Fontibón;2017;18 a 19;Hombre;0
Fontibón;2017;20 a 24;Hombre;1
Fontibón;2017;25 a 29;Hombre;1
Fontibón;2017;30 a 34;Hombre;1
Fontibón;2017;35 a 39;Hombre;2
Fontibón;2017;40 a 44;Hombre;2
Fontibón;2017;45 a 49;Hombre;0
Fontibón;2017;50 a 54;Hombre;1
Fontibón;2017;55 a 59;Hombre;0
Fontibón;2017;60 a 64;Hombre;0
Fontibón;2017;65 a 69;Hombre;0
Fontibón;2017;70 a 74;Hombre;1
Fontibón;2017;75 a 79;Hombre;0
Fontibón;2017;80 y más;Hombre;0
Fontibón;2017;Todos los grupos;Hombre;9
Fontibón;2017;05 a 09;Mujer;0
Fontibón;2017;10 a 14;Mujer;0
Fontibón;2017;15 a 17;Mujer;0
Fontibón;2017;18 a 19;Mujer;0
Fontibón;2017;20 a 24;Mujer;2
Fontibón;2017;25 a 29;Mujer;0
Fontibón;2017;30 a 34;Mujer;3
Fontibón;2017;35 a 39;Mujer;0
Fontibón;2017;40 a 44;Mujer;0
Fontibón;2017;45 a 49;Mujer;0
Fontibón;2017;50 a 54;Mujer;0
Fontibón;2017;55 a 59;Mujer;0
Fontibón;2017;60 a 64;Mujer;0
Fontibón;2017;65 a 69;Mujer;1
Fontibón;2017;70 a 74;Mujer;0
Fontibón;2017;75 a 79;Mujer;0
Fontibón;2017;80 y más;Mujer;1
Fontibón;2017;Todos los grupos;Mujer;7
Engativá;2017;05 a 09;Hombre;0
Engativá;2017;10 a 14;Hombre;0
Engativá;2017;15 a 17;Hombre;1
Engativá;2017;18 a 19;Hombre;3
Engativá;2017;20 a 24;Hombre;2
Engativá;2017;25 a 29;Hombre;0
Engativá;2017;30 a 34;Hombre;3
Engativá;2017;35 a 39;Hombre;4
Engativá;2017;40 a 44;Hombre;0
Engativá;2017;45 a 49;Hombre;0
Engativá;2017;50 a 54;Hombre;1
Engativá;2017;55 a 59;Hombre;1
Engativá;2017;60 a 64;Hombre;2
Engativá;2017;65 a 69;Hombre;0
Engativá;2017;70 a 74;Hombre;1
Engativá;2017;75 a 79;Hombre;1
Engativá;2017;80 y más;Hombre;0
Engativá;2017;Todos los grupos;Hombre;19
Engativá;2017;05 a 09;Mujer;0
Engativá;2017;10 a 14;Mujer;0
Engativá;2017;15 a 17;Mujer;1
Engativá;2017;18 a 19;Mujer;0
Engativá;2017;20 a 24;Mujer;2
Engativá;2017;25 a 29;Mujer;1
Engativá;2017;30 a 34;Mujer;0
Engativá;2017;35 a 39;Mujer;2
Engativá;2017;40 a 44;Mujer;0
Engativá;2017;45 a 49;Mujer;1
Engativá;2017;50 a 54;Mujer;1
Engativá;2017;55 a 59;Mujer;1
Engativá;2017;60 a 64;Mujer;0
Engativá;2017;65 a 69;Mujer;0
Engativá;2017;70 a 74;Mujer;0
Engativá;2017;75 a 79;Mujer;0
Engativá;2017;80 y más;Mujer;0
Engativá;2017;Todos los grupos;Mujer;9
Suba;2017;05 a 09;Hombre;0
Suba;2017;10 a 14;Hombre;0
Suba;2017;15 a 17;Hombre;1
Suba;2017;18 a 19;Hombre;1
Suba;2017;20 a 24;Hombre;6
Suba;2017;25 a 29;Hombre;0
Suba;2017;30 a 34;Hombre;2
Suba;2017;35 a 39;Hombre;3
Suba;2017;40 a 44;Hombre;3
Suba;2017;45 a 49;Hombre;1
Suba;2017;50 a 54;Hombre;0
Suba;2017;55 a 59;Hombre;2
Suba;2017;60 a 64;Hombre;1
Suba;2017;65 a 69;Hombre;0
Suba;2017;70 a 74;Hombre;0
Suba;2017;75 a 79;Hombre;0
Suba;2017;80 y más;Hombre;3
Suba;2017;Todos los grupos;Hombre;23
Suba;2017;05 a 09;Mujer;0
Suba;2017;10 a 14;Mujer;1
Suba;2017;15 a 17;Mujer;0
Suba;2017;18 a 19;Mujer;1
Suba;2017;20 a 24;Mujer;2
Suba;2017;25 a 29;Mujer;2
Suba;2017;30 a 34;Mujer;0
Suba;2017;35 a 39;Mujer;2
Suba;2017;40 a 44;Mujer;0
Suba;2017;45 a 49;Mujer;1
Suba;2017;50 a 54;Mujer;2
Suba;2017;55 a 59;Mujer;1
Suba;2017;60 a 64;Mujer;0
Suba;2017;65 a 69;Mujer;0
Suba;2017;70 a 74;Mujer;0
Suba;2017;75 a 79;Mujer;1
Suba;2017;80 y más;Mujer;0
Suba;2017;Todos los grupos;Mujer;13
Teusaquillo;2017;05 a 09;Hombre;0
Teusaquillo;2017;10 a 14;Hombre;0
Teusaquillo;2017;15 a 17;Hombre;0
Teusaquillo;2017;18 a 19;Hombre;0
Teusaquillo;2017;20 a 24;Hombre;0
Teusaquillo;2017;25 a 29;Hombre;1
Teusaquillo;2017;30 a 34;Hombre;0
Teusaquillo;2017;35 a 39;Hombre;0
Teusaquillo;2017;40 a 44;Hombre;1
Teusaquillo;2017;45 a 49;Hombre;0
Teusaquillo;2017;50 a 54;Hombre;0
Teusaquillo;2017;55 a 59;Hombre;1
Teusaquillo;2017;60 a 64;Hombre;0
Teusaquillo;2017;65 a 69;Hombre;0
Teusaquillo;2017;70 a 74;Hombre;0
Teusaquillo;2017;75 a 79;Hombre;1
Teusaquillo;2017;80 y más;Hombre;1
Teusaquillo;2017;Todos los grupos;Hombre;5
Teusaquillo;2017;05 a 09;Mujer;0
Teusaquillo;2017;10 a 14;Mujer;0
Teusaquillo;2017;15 a 17;Mujer;0
Teusaquillo;2017;18 a 19;Mujer;0
Teusaquillo;2017;20 a 24;Mujer;0
Teusaquillo;2017;25 a 29;Mujer;0
Teusaquillo;2017;30 a 34;Mujer;0
Teusaquillo;2017;35 a 39;Mujer;1
Teusaquillo;2017;40 a 44;Mujer;0
Teusaquillo;2017;45 a 49;Mujer;0
Teusaquillo;2017;50 a 54;Mujer;1
Teusaquillo;2017;55 a 59;Mujer;0
Teusaquillo;2017;60 a 64;Mujer;1
Teusaquillo;2017;65 a 69;Mujer;1
Teusaquillo;2017;70 a 74;Mujer;0
Teusaquillo;2017;75 a 79;Mujer;0
Teusaquillo;2017;80 y más;Mujer;0
Teusaquillo;2017;Todos los grupos;Mujer;4
Barrios Unidos;2017;05 a 09;Hombre;0
Barrios Unidos;2017;10 a 14;Hombre;0
Barrios Unidos;2017;15 a 17;Hombre;0
Barrios Unidos;2017;18 a 19;Hombre;0
Barrios Unidos;2017;20 a 24;Hombre;0
Barrios Unidos;2017;25 a 29;Hombre;0
Barrios Unidos;2017;30 a 34;Hombre;2
Barrios Unidos;2017;35 a 39;Hombre;0
Barrios Unidos;2017;40 a 44;Hombre;1
Barrios Unidos;2017;45 a 49;Hombre;0
Barrios Unidos;2017;50 a 54;Hombre;0
Barrios Unidos;2017;55 a 59;Hombre;1
Barrios Unidos;2017;60 a 64;Hombre;0
Barrios Unidos;2017;65 a 69;Hombre;0
Barrios Unidos;2017;70 a 74;Hombre;0
Barrios Unidos;2017;75 a 79;Hombre;0
Barrios Unidos;2017;80 y más;Hombre;0
Barrios Unidos;2017;Todos los grupos;Hombre;4
Barrios Unidos;2017;05 a 09;Mujer;0
Barrios Unidos;2017;10 a 14;Mujer;0
Barrios Unidos;2017;15 a 17;Mujer;0
Barrios Unidos;2017;18 a 19;Mujer;1
Barrios Unidos;2017;20 a 24;Mujer;2
Barrios Unidos;2017;25 a 29;Mujer;0
Barrios Unidos;2017;30 a 34;Mujer;0
Barrios Unidos;2017;35 a 39;Mujer;0
Barrios Unidos;2017;40 a 44;Mujer;0
