localidad;year;grupo_de_edad;sexo;casos;grupo_etario;poblacion;tasa_por_100000
san cristobal;2020;70 a 74;Hombre;0;Adulto Mayor;;
san cristobal;2020;75 a 79;Hombre;0;Adulto Mayor;;
san cristobal;2020;80 y más;Hombre;0;Adulto Mayor;;
san cristobal;2020;Todos los grupos;Hombre;14;;188197.0;7.439013374283331
san cristobal;2020;05 a 09;Mujer;0;Niño;;
san cristobal;2020;10 a 14;Mujer;0;Niño;;
san cristobal;2020;15 a 17;Mujer;0;Joven;;
san cristobal;2020;18 a 19;Mujer;0;Joven;;
san cristobal;2020;20 a 24;Mujer;1;Joven;;
san cristobal;2020;25 a 29;Mujer;2;Adulto;;
san cristobal;2020;30 a 34;Mujer;0;Adulto;;
san cristobal;2020;35 a 39;Mujer;0;Adulto;;
san cristobal;2020;40 a 44;Mujer;0;Adulto;;
san cristobal;2020;45 a 49;Mujer;0;Adulto;;
san cristobal;2020;50 a 54;Mujer;1;Adulto;;
san cristobal;2020;55 a 59;Mujer;0;Adulto;;
san cristobal;2020;60 a 64;Mujer;0;Adulto Mayor;;
san cristobal;2020;65 a 69;Mujer;0;Adulto Mayor;;
san cristobal;2020;70 a 74;Mujer;0;Adulto Mayor;;
san cristobal;2020;75 a 79;Mujer;0;Adulto Mayor;;
san cristobal;2020;80 y más;Mujer;0;Adulto Mayor;;
san cristobal;2020;Todos los grupos;Mujer;4;;199363.0;2.0063903532751817
usme;2020;05 a 09;Hombre;1;Niño;;
usme;2020;10 a 14;Hombre;0;Niño;;
usme;2020;15 a 17;Hombre;0;Joven;;
usme;2020;18 a 19;Hombre;0;Joven;;
usme;2020;20 a 24;Hombre;2;Joven;;
usme;2020;25 a 29;Hombre;1;Adulto;;
usme;2020;30 a 34;Hombre;1;Adulto;;
usme;2020;35 a 39;Hombre;0;Adulto;;
usme;2020;40 a 44;Hombre;1;Adulto;;
usme;2020;45 a 49;Hombre;1;Adulto;;
usme;2020;50 a 54;Hombre;0;Adulto;;
usme;2020;55 a 59;Hombre;2;Adulto;;
usme;2020;60 a 64;Hombre;1;Adulto Mayor;;
usme;2020;65 a 69;Hombre;1;Adulto Mayor;;
usme;2020;70 a 74;Hombre;0;Adulto Mayor;;
usme;2020;75 a 79;Hombre;1;Adulto Mayor;;
usme;2020;80 y más;Hombre;0;Adulto Mayor;;
usme;2020;Todos los grupos;Hombre;12;;170228.0;7.0493690814672085
usme;2020;05 a 09;Mujer;1;Niño;;
usme;2020;10 a 14;Mujer;2;Niño;;
usme;2020;15 a 17;Mujer;0;Joven;;
usme;2020;18 a 19;Mujer;0;Joven;;
usme;2020;20 a 24;Mujer;0;Joven;;
usme;2020;25 a 29;Mujer;1;Adulto;;
usme;2020;30 a 34;Mujer;0;Adulto;;
usme;2020;35 a 39;Mujer;0;Adulto;;
usme;2020;40 a 44;Mujer;0;Adulto;;
usme;2020;45 a 49;Mujer;0;Adulto;;
usme;2020;50 a 54;Mujer;0;Adulto;;
usme;2020;55 a 59;Mujer;0;Adulto;;
usme;2020;60 a 64;Mujer;0;Adulto Mayor;;
usme;2020;65 a 69;Mujer;0;Adulto Mayor;;
usme;2020;70 a 74;Mujer;0;Adulto Mayor;;
usme;2020;75 a 79;Mujer;0;Adulto Mayor;;
usme;2020;80 y más;Mujer;0;Adulto Mayor;;
usme;2020;Todos los grupos;Mujer;4;;178104.0;2.245878812379284
tunjuelito;2020;05 a 09;Hombre;0;Niño;;
tunjuelito;2020;10 a 14;Hombre;0;Niño;;
tunjuelito;2020;15 a 17;Hombre;0;Joven;;
tunjuelito;2020;18 a 19;Hombre;0;Joven;;
tunjuelito;2020;20 a 24;Hombre;1;Joven;;
tunjuelito;2020;25 a 29;Hombre;0;Adulto;;
tunjuelito;2020;30 a 34;Hombre;0;Adulto;;
tunjuelito;2020;35 a 39;Hombre;2;Adulto;;
tunjuelito;2020;40 a 44;Hombre;1;Adulto;;
tunjuelito;2020;45 a 49;Hombre;0;Adulto;;
tunjuelito;2020;50 a 54;Hombre;0;Adulto;;
tunjuelito;2020;55 a 59;Hombre;1;Adulto;;
tunjuelito;2020;60 a 64;Hombre;2;Adulto Mayor;;
tunjuelito;2020;65 a 69;Hombre;0;Adulto Mayor;;
tunjuelito;2020;70 a 74;Hombre;1;Adulto Mayor;;
tunjuelito;2020;75 a 79;Hombre;1;Adulto Mayor;;
tunjuelito;2020;80 y más;Hombre;0;Adulto Mayor;;
tunjuelito;2020;Todos los grupos;Hombre;9;;90923.0;9.898485531713648
tunjuelito;2020;05 a 09;Mujer;0;Niño;;
tunjuelito;2020;10 a 14;Mujer;1;Niño;;
tunjuelito;2020;15 a 17;Mujer;0;Joven;;
tunjuelito;2020;18 a 19;Mujer;0;Joven;;
tunjuelito;2020;20 a 24;Mujer;0;Joven;;
tunjuelito;2020;25 a 29;Mujer;1;Adulto;;
tunjuelito;2020;30 a 34;Mujer;0;Adulto;;
tunjuelito;2020;35 a 39;Mujer;0;Adulto;;
tunjuelito;2020;40 a 44;Mujer;0;Adulto;;
tunjuelito;2020;45 a 49;Mujer;0;Adulto;;
tunjuelito;2020;50 a 54;Mujer;0;Adulto;;
tunjuelito;2020;55 a 59;Mujer;0;Adulto;;
tunjuelito;2020;60 a 64;Mujer;0;Adulto Mayor;;
tunjuelito;2020;65 a 69;Mujer;0;Adulto Mayor;;
tunjuelito;2020;70 a 74;Mujer;0;Adulto Mayor;;
tunjuelito;2020;75 a 79;Mujer;0;Adulto Mayor;;
tunjuelito;2020;80 y más;Mujer;0;Adulto Mayor;;
tunjuelito;2020;Todos los grupos;Mujer;2;;92144.0;2.170515714533773
bosa;2020;05 a 09;Hombre;0;Niño;;
bosa;2020;10 a 14;Hombre;0;Niño;;
bosa;2020;15 a 17;Hombre;1;Joven;;
bosa;2020;18 a 19;Hombre;0;Joven;;
bosa;2020;20 a 24;Hombre;5;Joven;;
bosa;2020;25 a 29;Hombre;3;Adulto;;
bosa;2020;30 a 34;Hombre;3;Adulto;;
bosa;2020;35 a 39;Hombre;2;Adulto;;
bosa;2020;40 a 44;Hombre;1;Adulto;;
bosa;2020;45 a 49;Hombre;4;Adulto;;
bosa;2020;50 a 54;Hombre;0;Adulto;;
bosa;2020;55 a 59;Hombre;4;Adulto;;
bosa;2020;60 a 64;Hombre;1;Adulto Mayor;;
bosa;2020;65 a 69;Hombre;1;Adulto Mayor;;
bosa;2020;70 a 74;Hombre;1;Adulto Mayor;;
bosa;2020;75 a 79;Hombre;0;Adulto Mayor;;
bosa;2020;80 y más;Hombre;0;Adulto Mayor;;
bosa;2020;Todos los grupos;Hombre;26;;389400.0;6.67693888032871
bosa;2020;05 a 09;Mujer;0;Niño;;
bosa;2020;10 a 14;Mujer;0;Niño;;
bosa;2020;15 a 17;Mujer;1;Joven;;
bosa;2020;18 a 19;Mujer;0;Joven;;
bosa;2020;20 a 24;Mujer;1;Joven;;
bosa;2020;25 a 29;Mujer;1;Adulto;;
bosa;2020;30 a 34;Mujer;0;Adulto;;
bosa;2020;35 a 39;Mujer;1;Adulto;;
bosa;2020;40 a 44;Mujer;0;Adulto;;
bosa;2020;45 a 49;Mujer;0;Adulto;;
bosa;2020;50 a 54;Mujer;1;Adulto;;
bosa;2020;55 a 59;Mujer;0;Adulto;;
bosa;2020;60 a 64;Mujer;0;Adulto Mayor;;
bosa;2020;65 a 69;Mujer;0;Adulto Mayor;;
bosa;2020;70 a 74;Mujer;0;Adulto Mayor;;
bosa;2020;75 a 79;Mujer;0;Adulto Mayor;;
bosa;2020;80 y más;Mujer;0;Adulto Mayor;;
bosa;2020;Todos los grupos;Mujer;5;;410260.0;1.2187393360308096
kennedy;2020;05 a 09;Hombre;0;Niño;;
kennedy;2020;10 a 14;Hombre;0;Niño;;
kennedy;2020;15 a 17;Hombre;1;Joven;;
kennedy;2020;18 a 19;Hombre;1;Joven;;
kennedy;2020;20 a 24;Hombre;3;Joven;;
kennedy;2020;25 a 29;Hombre;1;Adulto;;
kennedy;2020;30 a 34;Hombre;2;Adulto;;
kennedy;2020;35 a 39;Hombre;0;Adulto;;
kennedy;2020;40 a 44;Hombre;1;Adulto;;
kennedy;2020;45 a 49;Hombre;1;Adulto;;
kennedy;2020;50 a 54;Hombre;1;Adulto;;
kennedy;2020;55 a 59;Hombre;1;Adulto;;
kennedy;2020;60 a 64;Hombre;0;Adulto Mayor;;
kennedy;2020;65 a 69;Hombre;3;Adulto Mayor;;
kennedy;2020;70 a 74;Hombre;2;Adulto Mayor;;
kennedy;2020;75 a 79;Hombre;2;Adulto Mayor;;
kennedy;2020;80 y más;Hombre;0;Adulto Mayor;;
kennedy;2020;Todos los grupos;Hombre;19;;622421.0;3.0525962330962484
kennedy;2020;05 a 09;Mujer;0;Niño;;
kennedy;2020;10 a 14;Mujer;0;Niño;;
kennedy;2020;15 a 17;Mujer;0;Joven;;
kennedy;2020;18 a 19;Mujer;1;Joven;;
kennedy;2020;20 a 24;Mujer;4;Joven;;
kennedy;2020;25 a 29;Mujer;2;Adulto;;
kennedy;2020;30 a 34;Mujer;0;Adulto;;
kennedy;2020;35 a 39;Mujer;0;Adulto;;
kennedy;2020;40 a 44;Mujer;3;Adulto;;
kennedy;2020;45 a 49;Mujer;0;Adulto;;
kennedy;2020;50 a 54;Mujer;0;Adulto;;
kennedy;2020;55 a 59;Mujer;1;Adulto;;
kennedy;2020;60 a 64;Mujer;0;Adulto Mayor;;
kennedy;2020;65 a 69;Mujer;0;Adulto Mayor;;
kennedy;2020;70 a 74;Mujer;1;Adulto Mayor;;
kennedy;2020;75 a 79;Mujer;1;Adulto Mayor;;
kennedy;2020;80 y más;Mujer;0;Adulto Mayor;;
kennedy;2020;Todos los grupos;Mujer;13;;650969.0;1.997022899707974
fontibon;2020;05 a 09;Hombre;0;Niño;;
fontibon;2020;10 a 14;Hombre;0;Niño;;
fontibon;2020;15 a 17;Hombre;1;Joven;;
fontibon;2020;18 a 19;Hombre;1;Joven;;
fontibon;2020;20 a 24;Hombre;1;Joven;;
fontibon;2020;25 a 29;Hombre;0;Adulto;;
fontibon;2020;30 a 34;Hombre;2;Adulto;;
fontibon;2020;35 a 39;Hombre;0;Adulto;;
fontibon;2020;40 a 44;Hombre;0;Adulto;;
fontibon;2020;45 a 49;Hombre;0;Adulto;;
fontibon;2020;50 a 54;Hombre;0;Adulto;;
fontibon;2020;55 a 59;Hombre;0;Adulto;;
fontibon;2020;60 a 64;Hombre;1;Adulto Mayor;;
fontibon;2020;65 a 69;Hombre;2;Adulto Mayor;;
fontibon;2020;70 a 74;Hombre;0;Adulto Mayor;;
fontibon;2020;75 a 79;Hombre;0;Adulto Mayor;;
fontibon;2020;80 y más;Hombre;0;Adulto Mayor;;
fontibon;2020;Todos los grupos;Hombre;8;;209777.0;3.8135734613422825
fontibon;2020;05 a 09;Mujer;0;Niño;;
fontibon;2020;10 a 14;Mujer;0;Niño;;
fontibon;2020;15 a 17;Mujer;0;Joven;;
fontibon;2020;18 a 19;Mujer;0;Joven;;
fontibon;2020;20 a 24;Mujer;1;Joven;;
fontibon;2020;25 a 29;Mujer;1;Adulto;;
fontibon;2020;30 a 34;Mujer;0;Adulto;;
fontibon;2020;35 a 39;Mujer;0;Adulto;;
fontibon;2020;40 a 44;Mujer;0;Adulto;;
fontibon;2020;45 a 49;Mujer;0;Adulto;;
fontibon;2020;50 a 54;Mujer;0;Adulto;;
fontibon;2020;55 a 59;Mujer;0;Adulto;;
fontibon;2020;60 a 64;Mujer;0;Adulto Mayor;;
fontibon;2020;65 a 69;Mujer;0;Adulto Mayor;;
fontibon;2020;70 a 74;Mujer;0;Adulto Mayor;;
fontibon;2020;75 a 79;Mujer;0;Adulto Mayor;;
fontibon;2020;80 y más;Mujer;0;Adulto Mayor;;
fontibon;2020;Todos los grupos;Mujer;2;;235174.0;0.8504341466318556
engativa;2020;05 a 09;Hombre;0;Niño;;
engativa;2020;10 a 14;Hombre;2;Niño;;
engativa;2020;15 a 17;Hombre;0;Joven;;
engativa;2020;18 a 19;Hombre;0;Joven;;
engativa;2020;20 a 24;Hombre;8;Joven;;
engativa;2020;25 a 29;Hombre;1;Adulto;;
engativa;2020;30 a 34;Hombre;0;Adulto;;
engativa;2020;35 a 39;Hombre;4;Adulto;;
engativa;2020;40 a 44;Hombre;0;Adulto;;
engativa;2020;45 a 49;Hombre;0;Adulto;;
engativa;2020;50 a 54;Hombre;0;Adulto;;
engativa;2020;55 a 59;Hombre;2;Adulto;;
engativa;2020;60 a 64;Hombre;2;Adulto Mayor;;
engativa;2020;65 a 69;Hombre;0;Adulto Mayor;;
engativa;2020;70 a 74;Hombre;1;Adulto Mayor;;
engativa;2020;75 a 79;Hombre;0;Adulto Mayor;;
engativa;2020;80 y más;Hombre;1;Adulto Mayor;;
engativa;2020;Todos los grupos;Hombre;21;;429868.0;4.885220579340635
engativa;2020;05 a 09;Mujer;0;Niño;;
engativa;2020;10 a 14;Mujer;0;Niño;;
engativa;2020;15 a 17;Mujer;0;Joven;;
engativa;2020;18 a 19;Mujer;1;Joven;;
engativa;2020;20 a 24;Mujer;1;Joven;;
engativa;2020;25 a 29;Mujer;0;Adulto;;
engativa;2020;30 a 34;Mujer;0;Adulto;;
engativa;2020;35 a 39;Mujer;2;Adulto;;
engativa;2020;40 a 44;Mujer;0;Adulto;;
engativa;2020;45 a 49;Mujer;1;Adulto;;
engativa;2020;50 a 54;Mujer;0;Adulto;;
engativa;2020;55 a 59;Mujer;1;Adulto;;
engativa;2020;60 a 64;Mujer;0;Adulto Mayor;;
engativa;2020;65 a 69;Mujer;2;Adulto Mayor;;
engativa;2020;70 a 74;Mujer;0;Adulto Mayor;;
engativa;2020;75 a 79;Mujer;0;Adulto Mayor;;
engativa;2020;80 y más;Mujer;0;Adulto Mayor;;
engativa;2020;Todos los grupos;Mujer;8;;462301.0;1.730474301375078
suba;2020;05 a 09;Hombre;0;Niño;;
suba;2020;10 a 14;Hombre;3;Niño;;
suba;2020;15 a 17;Hombre;1;Joven;;
suba;2020;18 a 19;Hombre;1;Joven;;
suba;2020;20 a 24;Hombre;7;Joven;;
suba;2020;25 a 29;Hombre;2;Adulto;;
suba;2020;30 a 34;Hombre;3;Adulto;;
suba;2020;35 a 39;Hombre;1;Adulto;;
suba;2020;40 a 44;Hombre;0;Adulto;;
suba;2020;45 a 49;Hombre;0;Adulto;;
suba;2020;50 a 54;Hombre;1;Adulto;;
suba;2020;55 a 59;Hombre;3;Adulto;;
suba;2020;60 a 64;Hombre;1;Adulto Mayor;;
suba;2020;65 a 69;Hombre;3;Adulto Mayor;;
suba;2020;70 a 74;Hombre;1;Adulto Mayor;;
suba;2020;75 a 79;Hombre;0;Adulto Mayor;;
suba;2020;80 y más;Hombre;0;Adulto Mayor;;
suba;2020;Todos los grupos;Hombre;27;;659288.0;4.095327080122799
suba;2020;05 a 09;Mujer;0;Niño;;
suba;2020;10 a 14;Mujer;1;Niño;;
suba;2020;15 a 17;Mujer;0;Joven;;
suba;2020;18 a 19;Mujer;0;Joven;;
suba;2020;20 a 24;Mujer;1;Joven;;
suba;2020;25 a 29;Mujer;1;Adulto;;
suba;2020;30 a 34;Mujer;1;Adulto;;
suba;2020;35 a 39;Mujer;0;Adulto;;
suba;2020;40 a 44;Mujer;1;Adulto;;
suba;2020;45 a 49;Mujer;1;Adulto;;
suba;2020;50 a 54;Mujer;0;Adulto;;
suba;2020;55 a 59;Mujer;1;Adulto;;
suba;2020;60 a 64;Mujer;0;Adulto Mayor;;
suba;2020;65 a 69;Mujer;1;Adulto Mayor;;
suba;2020;70 a 74;Mujer;0;Adulto Mayor;;
suba;2020;75 a 79;Mujer;0;Adulto Mayor;;
suba;2020;80 y más;Mujer;0;Adulto Mayor;;
suba;2020;Todos los grupos;Mujer;8;;722309.0;1.1075592301909571
teusaquillo;2020;05 a 09;Hombre;0;Niño;;
teusaquillo;2020;10 a 14;Hombre;0;Niño;;
teusaquillo;2020;15 a 17;Hombre;0;Joven;;
teusaquillo;2020;18 a 19;Hombre;0;Joven;;
teusaquillo;2020;20 a 24;Hombre;0;Joven;;
teusaquillo;2020;25 a 29;Hombre;0;Adulto;;
teusaquillo;2020;30 a 34;Hombre;1;Adulto;;
teusaquillo;2020;35 a 39;Hombre;0;Adulto;;
teusaquillo;2020;40 a 44;Hombre;2;Adulto;;
teusaquillo;2020;45 a 49;Hombre;0;Adulto;;
teusaquillo;2020;50 a 54;Hombre;1;Adulto;;
teusaquillo;2020;55 a 59;Hombre;0;Adulto;;
teusaquillo;2020;60 a 64;Hombre;0;Adulto Mayor;;
teusaquillo;2020;65 a 69;Hombre;0;Adulto Mayor;;
teusaquillo;2020;70 a 74;Hombre;0;Adulto Mayor;;
teusaquillo;2020;75 a 79;Hombre;0;Adulto Mayor;;
teusaquillo;2020;80 y más;Hombre;0;Adulto Mayor;;
teusaquillo;2020;Todos los grupos;Hombre;4;;66651.0;6.001410331427886
teusaquillo;2020;05 a 09;Mujer;0;Niño;;
teusaquillo;2020;10 a 14;Mujer;0;Niño;;
teusaquillo;2020;15 a 17;Mujer;0;Joven;;
teusaquillo;2020;18 a 19;Mujer;1;Joven;;
teusaquillo;2020;20 a 24;Mujer;1;Joven;;
teusaquillo;2020;25 a 29;Mujer;0;Adulto;;
teusaquillo;2020;30 a 34;Mujer;1;Adulto;;
teusaquillo;2020;35 a 39;Mujer;0;Adulto;;
teusaquillo;2020;40 a 44;Mujer;0;Adulto;;
teusaquillo;2020;45 a 49;Mujer;0;Adulto;;
teusaquillo;2020;50 a 54;Mujer;2;Adulto;;
teusaquillo;2020;55 a 59;Mujer;0;Adulto;;
teusaquillo;2020;60 a 64;Mujer;0;Adulto Mayor;;
teusaquillo;2020;65 a 69;Mujer;0;Adulto Mayor;;
teusaquillo;2020;70 a 74;Mujer;0;Adulto Mayor;;
teusaquillo;2020;75 a 79;Mujer;0;Adulto Mayor;;
teusaquillo;2020;80 y más;Mujer;0;Adulto Mayor;;
teusaquillo;2020;Todos los grupos;Mujer;5;;72718.0;6.875876674275971
barrios unidos;2020;05 a 09;Hombre;0;Niño;;
barrios unidos;2020;10 a 14;Hombre;0;Niño;;
barrios unidos;2020;15 a 17;Hombre;0;Joven;;
barrios unidos;2020;18 a 19;Hombre;0;Joven;;
barrios unidos;2020;20 a 24;Hombre;2;Joven;;
barrios unidos;2020;25 a 29;Hombre;0;Adulto;;
barrios unidos;2020;30 a 34;Hombre;0;Adulto;;
barrios unidos;2020;35 a 39;Hombre;0;Adulto;;
barrios unidos;2020;40 a 44;Hombre;1;Adulto;;
barrios unidos;2020;45 a 49;Hombre;0;Adulto;;
barrios unidos;2020;50 a 54;Hombre;1;Adulto;;
barrios unidos;2020;55 a 59;Hombre;2;Adulto;;
barrios unidos;2020;60 a 64;Hombre;0;Adulto Mayor;;
barrios unidos;2020;65 a 69;Hombre;1;Adulto Mayor;;
barrios unidos;2020;70 a 74;Hombre;0;Adulto Mayor;;
barrios unidos;2020;75 a 79;Hombre;0;Adulto Mayor;;
barrios unidos;2020;80 y más;Hombre;0;Adulto Mayor;;
barrios unidos;2020;Todos los grupos;Hombre;7;;140524.0;4.981355497993225
barrios unidos;2020;05 a 09;Mujer;0;Niño;;
barrios unidos;2020;10 a 14;Mujer;1;Niño;;
barrios unidos;2020;15 a 17;Mujer;0;Joven;;
barrios unidos;2020;18 a 19;Mujer;0;Joven;;
barrios unidos;2020;20 a 24;Mujer;0;Joven;;
barrios unidos;2020;25 a 29;Mujer;0;Adulto;;
barrios unidos;2020;30 a 34;Mujer;0;Adulto;;
barrios unidos;2020;35 a 39;Mujer;0;Adulto;;
barrios unidos;2020;40 a 44;Mujer;0;Adulto;;
barrios unidos;2020;45 a 49;Mujer;0;Adulto;;
barrios unidos;2020;50 a 54;Mujer;0;Adulto;;
barrios unidos;2020;55 a 59;Mujer;0;Adulto;;
barrios unidos;2020;60 a 64;Mujer;0;Adulto Mayor;;
barrios unidos;2020;65 a 69;Mujer;0;Adulto Mayor;;
barrios unidos;2020;70 a 74;Mujer;0;Adulto Mayor;;
barrios unidos;2020;75 a 79;Mujer;0;Adulto Mayor;;
barrios unidos;2020;80 y más;Mujer;0;Adulto Mayor;;
barrios unidos;2020;Todos los grupos;Mujer;1;;135929.0;0.7356781849347821
los martires;2020;05 a 09;Hombre;0;Niño;;
los martires;2020;10 a 14;Hombre;1;Niño;;
los martires;2020;15 a 17;Hombre;0;Joven;;
los martires;2020;18 a 19;Hombre;0;Joven;;
los martires;2020;20 a 24;Hombre;0;Joven;;
los martires;2020;25 a 29;Hombre;1;Adulto;;
los martires;2020;30 a 34;Hombre;0;Adulto;;
los martires;2020;35 a 39;Hombre;0;Adulto;;
los martires;2020;40 a 44;Hombre;0;Adulto;;
los martires;2020;45 a 49;Hombre;0;Adulto;;
los martires;2020;50 a 54;Hombre;1;Adulto;;
los martires;2020;55 a 59;Hombre;0;Adulto;;
los martires;2020;60 a 64;Hombre;0;Adulto Mayor;;
los martires;2020;65 a 69;Hombre;0;Adulto Mayor;;
los martires;2020;70 a 74;Hombre;1;Adulto Mayor;;
los martires;2020;75 a 79;Hombre;0;Adulto Mayor;;
los martires;2020;80 y más;Hombre;1;Adulto Mayor;;
los martires;2020;Todos los grupos;Hombre;5;;47015.0;10.634903754121025
los martires;2020;05 a 09;Mujer;0;Niño;;
los martires;2020;10 a 14;Mujer;0;Niño;;
los martires;2020;15 a 17;Mujer;0;Joven;;
los martires;2020;18 a 19;Mujer;0;Joven;;
los martires;2020;20 a 24;Mujer;0;Joven;;
los martires;2020;25 a 29;Mujer;0;Adulto;;
los martires;2020;30 a 34;Mujer;0;Adulto;;
los martires;2020;35 a 39;Mujer;0;Adulto;;
los martires;2020;40 a 44;Mujer;1;Adulto;;
los martires;2020;45 a 49;Mujer;0;Adulto;;
los martires;2020;50 a 54;Mujer;0;Adulto;;
los martires;2020;55 a 59;Mujer;0;Adulto;;
los martires;2020;60 a 64;Mujer;0;Adulto Mayor;;
los martires;2020;65 a 69;Mujer;0;Adulto Mayor;;
los martires;2020;70 a 74;Mujer;0;Adulto Mayor;;
los martires;2020;75 a 79;Mujer;0;Adulto Mayor;;
los martires;2020;80 y más;Mujer;0;Adulto Mayor;;
los martires;2020;Todos los grupos;Mujer;1;;45219.0;2.211459784603817
antonio narino;2020;05 a 09;Hombre;0;Niño;;
antonio narino;2020;10 a 14;Hombre;0;Niño;;
antonio narino;2020;15 a 17;Hombre;0;Joven;;
antonio narino;2020;18 a 19;Hombre;0;Joven;;
antonio narino;2020;20 a 24;Hombre;0;Joven;;
antonio narino;2020;25 a 29;Hombre;0;Adulto;;
antonio narino;2020;30 a 34;Hombre;0;Adulto;;
antonio narino;2020;35 a 39;Hombre;0;Adulto;;
antonio narino;2020;40 a 44;Hombre;0;Adulto;;
antonio narino;2020;45 a 49;Hombre;0;Adulto;;
antonio narino;2020;50 a 54;Hombre;0;Adulto;;
antonio narino;2020;55 a 59;Hombre;0;Adulto;;
antonio narino;2020;60 a 64;Hombre;0;Adulto Mayor;;
antonio narino;2020;65 a 69;Hombre;0;Adulto Mayor;;
antonio narino;2020;70 a 74;Hombre;0;Adulto Mayor;;
antonio narino;2020;75 a 79;Hombre;0;Adulto Mayor;;
antonio narino;2020;80 y más;Hombre;0;Adulto Mayor;;
antonio narino;2020;Todos los grupos;Hombre;0;;53843.0;0.0
antonio narino;2020;05 a 09;Mujer;0;Niño;;
antonio narino;2020;10 a 14;Mujer;0;Niño;;
antonio narino;2020;15 a 17;Mujer;1;Joven;;
antonio narino;2020;18 a 19;Mujer;0;Joven;;
antonio narino;2020;20 a 24;Mujer;0;Joven;;
antonio narino;2020;25 a 29;Mujer;0;Adulto;;
antonio narino;2020;30 a 34;Mujer;0;Adulto;;
antonio narino;2020;35 a 39;Mujer;0;Adulto;;
antonio narino;2020;40 a 44;Mujer;0;Adulto;;
antonio narino;2020;45 a 49;Mujer;0;Adulto;;
antonio narino;2020;50 a 54;Mujer;0;Adulto;;
antonio narino;2020;55 a 59;Mujer;0;Adulto;;
antonio narino;2020;60 a 64;Mujer;0;Adulto Mayor;;
antonio narino;2020;65 a 69;Mujer;0;Adulto Mayor;;
antonio narino;2020;70 a 74;Mujer;0;Adulto Mayor;;
antonio narino;2020;75 a 79;Mujer;0;Adulto Mayor;;
antonio narino;2020;80 y más;Mujer;0;Adulto Mayor;;
antonio narino;2020;Todos los grupos;Mujer;1;;55133.0;1.8137957303248509
puente aranda;2020;05 a 09;Hombre;0;Niño;;
puente aranda;2020;10 a 14;Hombre;0;Niño;;
puente aranda;2020;15 a 17;Hombre;0;Joven;;
puente aranda;2020;18 a 19;Hombre;0;Joven;;
puente aranda;2020;20 a 24;Hombre;1;Joven;;
puente aranda;2020;25 a 29;Hombre;0;Adulto;;
puente aranda;2020;30 a 34;Hombre;0;Adulto;;
puente aranda;2020;35 a 39;Hombre;0;Adulto;;
puente aranda;2020;40 a 44;Hombre;0;Adulto;;
puente aranda;2020;45 a 49;Hombre;1;Adulto;;
puente aranda;2020;50 a 54;Hombre;0;Adulto;;
puente aranda;2020;55 a 59;Hombre;0;Adulto;;
puente aranda;2020;60 a 64;Hombre;0;Adulto Mayor;;
puente aranda;2020;65 a 69;Hombre;0;Adulto Mayor;;
puente aranda;2020;70 a 74;Hombre;0;Adulto Mayor;;
puente aranda;2020;75 a 79;Hombre;0;Adulto Mayor;;
puente aranda;2020;80 y más;Hombre;2;Adulto Mayor;;
puente aranda;2020;Todos los grupos;Hombre;4;;106060.0;3.771450122572129
puente aranda;2020;05 a 09;Mujer;0;Niño;;
puente aranda;2020;10 a 14;Mujer;0;Niño;;
puente aranda;2020;15 a 17;Mujer;0;Joven;;
puente aranda;2020;18 a 19;Mujer;0;Joven;;
puente aranda;2020;20 a 24;Mujer;0;Joven;;
puente aranda;2020;25 a 29;Mujer;0;Adulto;;
puente aranda;2020;30 a 34;Mujer;0;Adulto;;
puente aranda;2020;35 a 39;Mujer;0;Adulto;;
puente aranda;2020;40 a 44;Mujer;0;Adulto;;
puente aranda;2020;45 a 49;Mujer;0;Adulto;;
puente aranda;2020;50 a 54;Mujer;0;Adulto;;
puente aranda;2020;55 a 59;Mujer;0;Adulto;;
puente aranda;2020;60 a 64;Mujer;0;Adulto Mayor;;
puente aranda;2020;65 a 69;Mujer;0;Adulto Mayor;;
puente aranda;2020;70 a 74;Mujer;0;Adulto Mayor;;
puente aranda;2020;75 a 79;Mujer;0;Adulto Mayor;;
puente aranda;2020;80 y más;Mujer;0;Adulto Mayor;;
puente aranda;2020;Todos los grupos;Mujer;0;;105742.0;0.0
la candelaria;2020;05 a 09;Hombre;0;Niño;;
la candelaria;2020;10 a 14;Hombre;0;Niño;;
la candelaria;2020;15 a 17;Hombre;0;Joven;;
la candelaria;2020;18 a 19;Hombre;0;Joven;;
la candelaria;2020;20 a 24;Hombre;0;Joven;;
la candelaria;2020;25 a 29;Hombre;0;Adulto;;
la candelaria;2020;30 a 34;Hombre;0;Adulto;;
la candelaria;2020;35 a 39;Hombre;0;Adulto;;
la candelaria;2020;40 a 44;Hombre;0;Adulto;;
la candelaria;2020;45 a 49;Hombre;0;Adulto;;
la candelaria;2020;50 a 54;Hombre;0;Adulto;;
la candelaria;2020;55 a 59;Hombre;0;Adulto;;
la candelaria;2020;60 a 64;Hombre;0;Adulto Mayor;;
la candelaria;2020;65 a 69;Hombre;0;Adulto Mayor;;
la candelaria;2020;70 a 74;Hombre;1;Adulto Mayor;;
la candelaria;2020;75 a 79;Hombre;0;Adulto Mayor;;
la candelaria;2020;80 y más;Hombre;0;Adulto Mayor;;
la candelaria;2020;Todos los grupos;Hombre;1;;11809.0;8.468117537471421
la candelaria;2020;05 a 09;Mujer;0;Niño;;
